quarter,state,specialty,hcp_segment,kol_flag,product,molecule,company,moa,route_admin,nrx_count,trx_count,refill_rate,market_share_pct,commercial_payer_pct,medicare_payer_pct,medicaid_payer_pct,cash_pay_pct,pa_required,step_edit_required,formulary_tier,payer_access_score_1_10,wac_monthly_usd,net_price_monthly_usd,gross_to_net_pct,efficacy_perception_1_10,safety_perception_1_10,convenience_perception_1_10,value_perception_1_10,hcp_nps,rep_accessible,digital_engager,samples_accepted,indication_t2dm,indication_obesity,indication_cv_risk
2024Q3,NJ,Obesity Medicine,Mid Volume (Decile 2-5),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,18,105,5.83,4.0,55.0,18.6,26.4,9.8,False,False,Not Covered,7.1,492,357.0,27.5,7.3,7.8,6.8,6.4,-7,False,False,True,True,False,False
2025Q1,MD,Primary Care,Mid Volume (Decile 2-5),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,23,115,5.0,5.8,65.8,35.7,0.0,6.7,True,False,Specialty,4.3,812,567.0,30.2,5.8,7.3,5.9,6.5,-10,False,False,True,True,False,False
2024Q2,MI,Obesity Medicine,Mid Volume (Decile 2-5),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,24,68,2.83,9.5,44.6,24.5,30.9,4.1,True,False,Tier 3 Non-Pref,5.4,743,454.0,39.0,8.2,6.2,7.4,6.0,72,False,False,False,True,False,False
2024Q2,NY,Primary Care,Low Volume (Decile 6-10),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,39,178,4.56,5.0,52.6,35.7,11.7,8.2,True,False,Tier 2 Preferred,8.5,686,532.0,22.4,6.2,5.8,7.5,6.7,-5,True,True,True,True,False,False
2024Q1,MI,Primary Care,Mid Volume (Decile 2-5),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,25,75,3.0,6.3,57.4,34.7,7.9,5.0,True,True,Specialty,4.1,686,479.0,30.2,8.0,7.0,7.5,8.4,-16,False,False,False,True,False,False
2024Q4,PA,Cardiology,Mid Volume (Decile 2-5),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,24,111,4.62,5.7,49.5,18.4,32.1,7.7,True,False,Tier 2 Preferred,6.8,812,512.0,36.9,6.6,6.5,7.2,3.6,68,True,True,False,True,False,False
2025Q1,IN,Primary Care,Mid Volume (Decile 2-5),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,50,175,3.5,13.0,58.2,39.3,2.5,5.1,False,True,Specialty,8.5,1059,826.0,22.0,5.8,10.0,5.9,4.4,47,False,False,False,True,True,False
2025Q1,WA,Endocrinology,Mid Volume (Decile 2-5),True,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,2,12,6.0,6.6,61.7,27.8,10.4,7.4,True,False,Tier 3 Non-Pref,5.4,686,448.0,34.7,7.6,7.1,6.9,5.6,-3,False,True,True,True,False,False
2024Q1,MI,Primary Care,High Volume (Top Decile),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,40,189,4.72,11.2,70.6,39.2,0.0,9.4,True,False,Tier 2 Preferred,6.3,1059,797.0,24.7,7.0,5.9,7.1,6.2,4,False,False,False,True,True,False
2024Q1,MI,Internal Medicine,Low Volume (Decile 6-10),False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,30,86,2.87,6.2,60.3,33.4,6.3,7.3,False,True,Tier 3 Non-Pref,4.1,624,425.0,31.9,8.1,7.0,6.4,8.2,14,False,False,True,True,False,False
2024Q4,WA,Primary Care,Non-Writer,False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,29,125,4.31,8.8,52.9,18.8,28.3,2.3,False,True,Tier 2 Preferred,4.4,743,515.0,30.6,7.6,5.5,7.3,4.7,29,True,True,False,True,False,False
2024Q2,WI,Endocrinology,Mid Volume (Decile 2-5),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,1,6,6.0,13.4,56.2,38.0,5.8,11.5,True,False,Tier 2 Preferred,8.5,1349,855.0,36.6,8.2,5.6,7.9,6.6,31,False,False,True,True,True,False
2024Q2,NY,Primary Care,Non-Writer,False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,53,295,5.57,17.8,50.3,40.3,9.4,4.7,True,False,Tier 3 Non-Pref,7.5,1349,966.0,28.4,6.8,8.9,8.6,6.6,6,False,False,False,True,True,False
2024Q3,NJ,Endocrinology,Low Volume (Decile 6-10),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,35,203,5.8,4.1,50.0,24.2,25.8,3.9,False,True,Tier 3 Non-Pref,7.1,812,555.0,31.6,7.4,8.1,6.8,7.6,-5,True,True,True,True,False,False
2025Q1,CA,Primary Care,Low Volume (Decile 6-10),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,95,366,3.85,22.0,44.9,22.6,32.5,8.1,False,True,Tier 2 Preferred,9.1,936,607.0,35.1,8.2,7.7,7.1,3.9,2,True,False,False,True,False,True
2024Q2,FL,Primary Care,Mid Volume (Decile 2-5),False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,49,278,5.67,3.7,60.5,19.9,19.6,5.0,False,True,Specialty,4.2,587,417.0,28.9,7.0,5.9,6.6,6.1,32,False,False,False,True,False,False
2024Q3,TX,Primary Care,Non-Writer,False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,46,254,5.52,22.0,46.4,31.6,22.0,6.3,False,True,Tier 2 Preferred,6.5,1023,634.0,38.0,8.7,7.5,7.6,6.0,-6,True,False,True,True,False,True
2024Q2,GA,Internal Medicine,Low Volume (Decile 6-10),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,96,509,5.3,14.5,49.3,18.3,32.3,9.6,True,False,Specialty,5.8,1349,1063.0,21.2,7.3,4.4,7.2,5.7,-10,False,False,False,True,True,False
2025Q1,WI,Primary Care,Low Volume (Decile 6-10),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,71,226,3.18,13.6,43.1,21.4,35.5,8.7,True,False,Tier 2 Preferred,6.5,1059,847.0,20.0,6.3,7.6,6.5,4.7,8,False,False,False,True,True,False
2024Q4,IL,Primary Care,Mid Volume (Decile 2-5),False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,49,161,3.29,19.5,42.2,40.1,17.7,11.6,True,False,Tier 3 Non-Pref,6.2,1023,670.0,34.5,7.1,7.7,6.9,5.5,7,True,False,False,True,False,True
2024Q3,NY,Primary Care,Low Volume (Decile 6-10),False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,81,340,4.2,19.4,71.6,33.2,0.0,8.4,True,True,Tier 3 Non-Pref,5.0,1023,640.0,37.4,6.7,8.9,8.3,4.8,41,True,False,False,True,False,True
2024Q4,NJ,Primary Care,Non-Writer,False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,12,60,5.0,1.6,49.6,36.6,13.8,4.6,True,True,Tier 3 Non-Pref,7.5,492,339.0,31.2,7.1,6.0,6.4,6.1,8,False,True,False,True,False,False
2025Q1,NC,Internal Medicine,Non-Writer,False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,51,267,5.24,2.7,48.4,41.0,10.6,2.3,True,True,Tier 3 Non-Pref,6.6,587,454.0,22.6,7.1,7.1,5.3,2.8,24,False,True,False,True,False,False
2024Q4,NY,Primary Care,Low Volume (Decile 6-10),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,85,418,4.92,16.8,59.1,41.3,0.0,2.9,True,True,Tier 3 Non-Pref,7.0,1349,1087.0,19.4,5.5,6.0,8.6,6.4,27,True,False,False,True,True,False
2024Q2,WI,Obesity Medicine,Non-Writer,False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,87,442,5.08,20.9,57.1,26.8,16.1,7.8,False,True,Tier 3 Non-Pref,8.6,1023,791.0,22.7,7.0,5.0,8.9,7.5,-15,True,True,True,True,False,True
2024Q1,MI,Obesity Medicine,Low Volume (Decile 6-10),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,20,120,6.0,11.6,67.3,23.2,9.5,4.5,True,False,Tier 3 Non-Pref,5.4,1059,777.0,26.7,7.3,7.3,7.5,6.1,-17,False,False,True,True,True,False
2024Q2,TN,Internal Medicine,Mid Volume (Decile 2-5),False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,59,217,3.68,16.9,53.7,26.3,19.9,11.8,True,True,Not Covered,8.0,1023,648.0,36.6,5.7,6.5,7.9,7.2,14,False,False,False,True,False,True
2024Q3,WI,Endocrinology,Low Volume (Decile 6-10),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,13,63,4.85,4.3,65.4,29.9,4.6,10.7,True,False,Tier 3 Non-Pref,4.6,686,555.0,19.0,7.7,7.6,6.3,6.7,45,False,True,True,True,False,False
2024Q3,WA,Cardiology,Mid Volume (Decile 2-5),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,6,32,5.33,3.2,66.4,28.3,5.3,7.2,True,True,Specialty,5.8,492,364.0,25.9,6.1,6.8,7.4,5.7,83,False,True,False,True,False,False
2024Q2,MA,Nephrology,Mid Volume (Decile 2-5),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,22,65,2.95,4.6,62.5,41.1,0.0,11.4,False,True,Not Covered,6.3,686,480.0,30.0,7.3,5.5,7.6,6.5,-2,True,True,False,True,False,False
2024Q1,AZ,Primary Care,Mid Volume (Decile 2-5),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,15,87,5.8,2.8,61.1,24.6,14.3,6.0,True,False,Specialty,5.5,492,379.0,22.9,7.0,5.6,6.6,6.4,80,True,False,True,True,False,False
2024Q4,MA,Cardiology,Mid Volume (Decile 2-5),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,9,37,4.11,1.4,57.2,35.4,7.4,5.5,False,False,Specialty,8.9,492,314.0,36.1,6.1,6.5,7.9,6.5,18,False,False,True,True,False,False
2024Q3,IN,Endocrinology,Low Volume (Decile 6-10),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,14,67,4.79,1.8,70.4,36.3,0.0,9.3,True,True,Not Covered,3.8,492,327.0,33.6,6.4,6.8,6.4,6.3,21,False,False,False,True,False,False
2025Q1,MD,Endocrinology,Mid Volume (Decile 2-5),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,36,216,6.0,8.4,64.8,29.8,5.4,8.5,True,True,Specialty,3.7,686,406.0,40.9,5.6,6.3,7.0,6.1,47,False,False,False,True,False,False
2024Q3,NC,Primary Care,Low Volume (Decile 6-10),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,80,455,5.69,21.4,57.0,21.4,21.6,10.2,True,False,Tier 3 Non-Pref,5.3,936,637.0,32.0,8.3,7.8,7.5,6.4,64,False,True,True,True,False,True
2024Q1,GA,Primary Care,Low Volume (Decile 6-10),False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,48,235,4.9,7.8,67.5,41.4,0.0,2.5,True,True,Specialty,7.1,624,418.0,33.0,6.7,5.8,7.9,6.4,83,False,False,True,True,False,False
2024Q4,IL,Endocrinology,Mid Volume (Decile 2-5),False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,46,187,4.07,5.1,48.4,39.8,11.8,9.5,True,True,Not Covered,8.0,587,408.0,30.6,6.8,9.2,7.2,4.3,28,True,True,True,True,False,False
2025Q1,OH,Obesity Medicine,High Volume (Top Decile),False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,85,490,5.76,6.9,65.4,39.4,0.0,4.4,True,False,Not Covered,5.0,624,432.0,30.7,7.6,6.9,7.1,5.5,74,False,True,False,True,False,False
2024Q4,CA,Internal Medicine,Non-Writer,False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,89,279,3.13,21.2,66.9,41.4,0.0,4.1,False,False,Tier 2 Preferred,5.7,936,758.0,19.0,7.6,4.8,8.3,7.3,-17,False,False,False,True,False,True
2024Q4,NC,Endocrinology,Low Volume (Decile 6-10),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,97,425,4.38,20.6,61.3,39.4,0.0,8.8,False,False,Tier 3 Non-Pref,8.9,936,654.0,30.1,8.3,7.3,8.5,5.3,48,True,False,True,True,False,True
2024Q2,IN,Primary Care,Low Volume (Decile 6-10),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,61,279,4.57,16.5,70.3,34.6,0.0,9.5,True,False,Not Covered,4.3,1059,744.0,29.7,9.8,6.2,7.6,6.7,22,True,True,False,True,True,False
2024Q3,FL,Endocrinology,Non-Writer,False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,41,130,3.17,8.4,42.6,31.8,25.7,10.8,True,False,Not Covered,4.1,624,496.0,20.5,7.6,6.8,6.9,5.3,36,False,False,True,True,False,False
2025Q1,AZ,Endocrinology,Low Volume (Decile 6-10),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,101,548,5.43,24.2,48.3,31.8,19.9,7.7,False,False,Specialty,9.1,936,760.0,18.8,7.6,6.1,8.2,4.2,9,False,True,True,True,False,True
2025Q1,OH,Cardiology,Mid Volume (Decile 2-5),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,77,359,4.66,14.2,71.3,25.9,2.8,5.6,True,True,Tier 3 Non-Pref,4.1,1349,831.0,38.4,8.1,5.1,8.3,5.3,4,True,True,True,True,True,False
2024Q4,VA,Endocrinology,Non-Writer,False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,35,216,6.17,6.7,57.9,34.7,7.4,6.4,False,True,Specialty,3.7,743,558.0,24.9,7.9,7.9,6.8,6.5,45,True,False,True,True,False,False
2025Q1,IN,Internal Medicine,Low Volume (Decile 6-10),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,23,91,3.96,4.4,66.3,36.6,0.0,10.4,True,False,Not Covered,6.2,686,508.0,25.9,6.2,5.0,6.5,3.8,64,False,True,True,True,False,False
2024Q4,MI,Primary Care,Mid Volume (Decile 2-5),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,122,470,3.85,22.9,57.4,22.6,20.0,11.0,True,True,Tier 2 Preferred,4.1,936,644.0,31.2,8.1,7.2,8.6,5.2,-19,True,True,False,True,False,True
2024Q2,GA,Primary Care,Non-Writer,False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,101,576,5.7,9.7,46.3,25.5,28.3,11.0,True,True,Tier 3 Non-Pref,5.3,624,489.0,21.7,7.7,8.0,9.1,5.0,-17,False,False,False,True,False,False
2024Q4,MA,Primary Care,Mid Volume (Decile 2-5),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,72,271,3.76,12.2,52.8,20.4,26.8,9.8,False,True,Tier 3 Non-Pref,8.2,1059,807.0,23.8,9.2,7.1,7.6,7.4,-8,True,True,True,True,True,False
2024Q3,MI,Internal Medicine,Low Volume (Decile 6-10),False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,29,152,5.24,19.0,52.5,35.4,12.1,5.1,False,False,Tier 2 Preferred,6.7,1023,793.0,22.4,7.0,7.3,7.4,4.2,41,False,False,False,True,False,True
2024Q2,GA,Endocrinology,Mid Volume (Decile 2-5),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,25,74,2.96,12.6,51.6,38.5,9.9,9.0,False,False,Tier 3 Non-Pref,6.9,1059,819.0,22.7,8.7,8.3,7.7,4.9,34,True,True,False,True,True,False
2024Q2,MO,Internal Medicine,Mid Volume (Decile 2-5),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,90,354,3.93,25.3,63.5,28.4,8.1,8.3,True,True,Tier 2 Preferred,4.4,936,679.0,27.4,7.0,6.6,7.3,5.8,7,True,True,True,True,False,True
2025Q1,MO,Endocrinology,Non-Writer,True,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,19,106,5.58,6.6,51.9,21.3,26.8,10.7,True,False,Tier 2 Preferred,6.1,743,539.0,27.5,6.4,7.0,6.6,5.6,27,True,False,False,True,False,False
2024Q1,WI,Internal Medicine,Low Volume (Decile 6-10),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,59,336,5.69,14.2,60.3,38.1,1.6,9.3,False,False,Not Covered,5.0,1059,738.0,30.3,8.1,7.4,8.8,8.5,35,True,False,False,True,True,False
2024Q2,AZ,Cardiology,Mid Volume (Decile 2-5),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,26,159,6.12,5.4,44.7,36.4,18.9,9.9,False,False,Specialty,6.1,743,462.0,37.8,6.7,6.5,7.2,6.2,6,True,False,True,True,False,False
2025Q1,MD,Primary Care,Mid Volume (Decile 2-5),False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,25,82,3.28,6.1,56.6,30.9,12.5,5.7,True,True,Not Covered,9.2,624,506.0,18.9,6.3,4.2,6.0,6.3,47,True,False,False,True,False,False
2025Q1,TN,Cardiology,Non-Writer,False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,36,159,4.42,6.7,57.9,40.5,1.6,3.3,True,True,Tier 2 Preferred,6.4,743,509.0,31.5,7.3,7.7,7.5,5.6,52,False,False,False,True,False,False
2025Q1,NC,Internal Medicine,Low Volume (Decile 6-10),False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,68,293,4.31,9.2,63.2,38.1,0.0,10.7,True,True,Specialty,5.8,624,473.0,24.2,5.8,6.0,6.7,7.5,80,True,False,False,True,False,False
2024Q1,OH,Primary Care,Low Volume (Decile 6-10),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,83,240,2.89,22.5,65.9,41.8,0.0,9.1,False,False,Tier 2 Preferred,9.0,936,741.0,20.8,6.5,7.2,6.4,3.2,56,True,False,True,True,False,True
2024Q3,CA,Primary Care,Mid Volume (Decile 2-5),False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,70,196,2.8,3.6,47.8,35.7,16.5,12.0,True,False,Specialty,8.6,587,388.0,34.0,7.9,6.2,6.4,4.8,46,True,False,True,True,False,False
2024Q3,FL,Endocrinology,Mid Volume (Decile 2-5),True,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,40,212,5.3,2.3,50.5,31.2,18.3,2.6,True,False,Tier 2 Preferred,9.1,686,433.0,36.9,6.6,7.7,6.8,5.9,-2,True,False,False,True,False,False
2024Q3,NC,Internal Medicine,Low Volume (Decile 6-10),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,19,65,3.42,10.7,65.6,40.9,0.0,9.8,False,False,Specialty,6.4,1059,717.0,32.3,8.4,6.6,6.9,4.8,16,True,True,True,True,True,False
2024Q1,NY,Obesity Medicine,Low Volume (Decile 6-10),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,19,61,3.21,3.3,65.1,38.8,0.0,4.4,False,True,Specialty,4.6,812,567.0,30.2,7.1,8.2,7.5,5.0,0,True,True,True,True,False,False
2024Q2,TX,Endocrinology,Mid Volume (Decile 2-5),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,16,65,4.06,3.9,46.3,23.5,30.2,6.4,True,True,Not Covered,4.6,492,321.0,34.8,8.2,7.9,7.0,2.5,-7,True,True,False,True,False,False
2024Q3,CA,Internal Medicine,Low Volume (Decile 6-10),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,41,144,3.51,14.8,71.6,34.1,0.0,10.3,True,False,Specialty,6.7,1349,1093.0,19.0,6.9,6.8,7.9,5.2,67,False,False,True,True,True,False
2024Q2,VA,Primary Care,Low Volume (Decile 6-10),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,47,225,4.79,8.5,52.8,33.5,13.7,11.0,True,False,Not Covered,8.7,743,587.0,21.0,8.0,6.7,8.1,8.2,35,True,True,False,True,False,False
2024Q1,OH,Primary Care,Low Volume (Decile 6-10),False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,119,554,4.66,19.5,65.1,24.2,10.7,2.4,True,False,Tier 3 Non-Pref,6.9,1023,654.0,36.1,8.7,9.5,7.4,4.7,47,True,True,False,True,False,True
2024Q1,OH,Internal Medicine,Mid Volume (Decile 2-5),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,14,79,5.64,4.9,43.1,42.0,15.0,6.7,True,True,Specialty,8.8,812,544.0,33.0,6.9,6.4,5.2,7.1,-2,True,True,True,True,False,False
2024Q3,MO,Endocrinology,Low Volume (Decile 6-10),False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,41,137,3.34,3.8,47.0,28.8,24.2,3.9,True,False,Tier 3 Non-Pref,7.6,587,436.0,25.7,6.9,6.8,7.8,7.1,48,True,True,False,True,False,False
2025Q1,WA,Nephrology,Non-Writer,False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,9,43,4.78,3.6,40.8,31.0,28.2,5.2,True,True,Specialty,3.6,492,311.0,36.8,7.1,7.6,7.0,6.2,64,False,True,True,True,False,False
2024Q1,MD,Internal Medicine,Mid Volume (Decile 2-5),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,36,215,5.97,8.0,53.2,34.0,12.8,10.3,True,False,Tier 3 Non-Pref,5.4,686,552.0,19.5,8.1,8.7,7.3,5.3,9,True,True,True,True,False,False
2024Q3,IN,Nephrology,High Volume (Top Decile),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,9,41,4.56,6.5,57.6,22.9,19.6,2.6,True,True,Tier 2 Preferred,6.7,686,538.0,21.6,6.9,6.0,5.9,8.1,-2,False,True,False,True,False,False
2025Q1,MI,Internal Medicine,Low Volume (Decile 6-10),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,35,106,3.03,3.2,46.7,32.0,21.3,3.5,True,True,Specialty,5.7,812,597.0,26.5,4.9,7.5,7.0,5.1,45,False,True,True,True,False,False
2024Q2,GA,Cardiology,Low Volume (Decile 6-10),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,8,24,3.0,3.6,71.5,33.0,0.0,10.2,True,False,Specialty,6.2,492,336.0,31.8,7.3,7.9,7.3,6.6,62,False,False,False,True,False,False
2024Q2,OH,Cardiology,Low Volume (Decile 6-10),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,24,148,6.17,4.6,71.6,39.1,0.0,6.0,True,False,Tier 2 Preferred,5.5,686,431.0,37.2,7.9,7.6,6.9,6.1,70,False,True,True,True,False,False
2025Q1,PA,Internal Medicine,Non-Writer,False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,23,92,4.0,5.6,55.6,30.7,13.7,12.0,False,True,Specialty,4.6,812,567.0,30.2,7.5,5.8,5.4,4.0,-5,False,False,True,True,False,False
2025Q1,NC,Internal Medicine,Low Volume (Decile 6-10),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,18,63,3.5,3.3,64.7,25.6,9.7,4.0,True,True,Specialty,8.5,686,502.0,26.8,7.3,8.0,7.3,4.2,17,False,True,False,True,False,False
2024Q4,IN,Primary Care,Low Volume (Decile 6-10),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,13,50,3.85,6.3,68.6,34.9,0.0,5.8,False,False,Tier 2 Preferred,7.3,686,470.0,31.4,6.9,6.2,6.5,7.8,16,True,True,False,True,False,False
2024Q2,MO,Primary Care,Low Volume (Decile 6-10),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,19,113,5.95,2.5,41.4,22.5,36.0,2.6,False,False,Not Covered,6.7,492,349.0,29.0,6.0,6.0,7.9,7.2,-4,True,True,False,True,False,False
2024Q2,CA,Primary Care,Low Volume (Decile 6-10),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,15,65,4.33,5.4,58.6,31.7,9.7,8.0,True,False,Not Covered,3.9,812,552.0,32.1,5.4,8.8,7.0,2.8,77,True,True,True,True,False,False
2025Q1,MA,Endocrinology,Low Volume (Decile 6-10),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,35,120,3.43,6.4,49.8,29.7,20.5,9.6,False,True,Specialty,7.6,812,650.0,19.9,8.3,6.3,6.6,5.0,29,True,False,False,True,False,False
2024Q3,OH,Nephrology,Non-Writer,False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,22,121,5.5,6.1,53.2,30.9,15.9,11.5,True,True,Tier 2 Preferred,6.9,686,445.0,35.2,6.3,7.5,6.6,4.1,32,False,True,False,True,False,False
2024Q1,TX,Internal Medicine,Low Volume (Decile 6-10),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,72,406,5.64,13.3,47.2,41.0,11.8,5.8,True,False,Tier 3 Non-Pref,6.3,1059,666.0,37.1,7.4,7.8,8.5,8.1,38,True,True,False,True,True,False
2024Q4,FL,Endocrinology,Low Volume (Decile 6-10),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,34,188,5.53,3.5,61.8,39.9,0.0,9.2,False,False,Specialty,5.8,743,461.0,38.0,6.1,6.9,7.9,5.0,78,True,True,True,True,False,False
2024Q3,MD,Primary Care,Low Volume (Decile 6-10),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,30,152,5.07,11.3,69.5,27.6,2.9,5.0,False,False,Specialty,3.9,743,518.0,30.3,7.1,5.5,8.0,5.6,-10,True,False,False,True,False,False
2024Q3,TX,Internal Medicine,Non-Writer,False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,28,118,4.21,5.9,45.8,40.2,13.9,4.7,False,False,Not Covered,6.5,812,519.0,36.1,5.4,6.5,6.5,6.8,46,False,False,False,True,False,False
2024Q3,NY,Obesity Medicine,Non-Writer,False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,17,85,5.0,13.5,59.3,31.5,9.3,11.3,True,True,Specialty,8.1,1059,631.0,40.5,8.6,6.6,7.8,6.6,25,True,False,True,True,True,False
2025Q1,WA,Internal Medicine,Low Volume (Decile 6-10),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,82,246,3.0,15.3,60.8,27.8,11.4,4.4,True,False,Specialty,5.2,1349,797.0,40.9,6.3,7.9,7.6,6.0,-4,False,False,False,True,True,False
2024Q2,MO,Endocrinology,Mid Volume (Decile 2-5),True,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,11,64,5.82,2.3,49.0,31.4,19.6,7.7,True,False,Not Covered,6.7,812,471.0,42.0,8.7,8.7,6.9,6.0,0,False,True,True,True,False,False
2024Q4,WA,Endocrinology,Non-Writer,False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,73,412,5.64,15.7,43.2,34.1,22.7,10.0,False,True,Specialty,4.1,1349,1072.0,20.5,8.8,5.7,7.7,5.3,-13,True,False,True,True,True,False
